epoch,datetime_utc,open,high,low,close
1769832000,2026-01-31 04:00:00,223248.77,226505.88,221340.41,226355.7
1769846400,2026-01-31 08:00:00,226342,226367.97,221617.61,222394.34
1769860800,2026-01-31 12:00:00,222387.06,224181.37,220989.19,221616.19
1769875200,2026-01-31 16:00:00,221634.76,221779.38,219398.94,220555.88
1769889600,2026-01-31 20:00:00,220532.84,226340.91,220517.78,224962.66
1769904000,2026-02-01 00:00:00,224936.89,225458.91,221105.18,222705.97
1769918400,2026-02-01 04:00:00,222700.39,223017.77,219332.05,220673.4
1769932800,2026-02-01 08:00:00,220642.35,222764.78,219631.77,221277.73
1769947200,2026-02-01 12:00:00,221271.4,222017.45,220182.36,221197.54
1769961600,2026-02-01 16:00:00,221232.03,222761.15,219986.53,222542.24
1769976000,2026-02-01 20:00:00,222549.71,222750.09,220480.61,221321.48
1769990400,2026-02-02 00:00:00,221335.08,223002.86,220549.07,221062.28
1770004800,2026-02-02 04:00:00,221094.73,224428.59,220089.33,223754.39
1770019200,2026-02-02 08:00:00,223769.27,224708.06,222317.17,223607.59
1770033600,2026-02-02 12:00:00,223589.36,225583.8,221829.74,225020.84
1770048000,2026-02-02 16:00:00,225020.01,225851.39,223508.37,225477.48
1770062400,2026-02-02 20:00:00,225465.17,227941.03,224308.91,225630.3
1770076800,2026-02-03 00:00:00,225611.69,228827.1,225558.42,227074.78
1770091200,2026-02-03 04:00:00,227054.66,231926.8,226530.31,230013.45
1770105600,2026-02-03 08:00:00,229979.58,230322.93,228178.64,229801.73
1770120000,2026-02-03 12:00:00,229817.63,229866.67,226381.31,227260.19
1770134400,2026-02-03 16:00:00,227241.87,227550.01,223691.41,226975.47
1770148800,2026-02-03 20:00:00,226958.42,228663.38,224484.44,227927.78
1770163200,2026-02-04 00:00:00,227914.9,228515.49,225750.74,226819.38
1770177600,2026-02-04 04:00:00,226841.8,228937.49,225308.72,227174.18
1770192000,2026-02-04 08:00:00,227129.77,231867.26,225754.62,231502.07
1770206400,2026-02-04 12:00:00,231487.42,235742.22,231054.94,235377.95
1770220800,2026-02-04 16:00:00,235377.95,235701.57,233525.25,234042.8
1770235200,2026-02-04 20:00:00,234032.85,236536.72,233512.35,233619.92
1770249600,2026-02-05 00:00:00,233590.93,235005.35,232281.17,233547.7
1770264000,2026-02-05 04:00:00,233545.36,234900.95,231181.16,234729.79
1770278400,2026-02-05 08:00:00,234729.35,236264.27,233172.76,235624.34
1770292800,2026-02-05 12:00:00,235629.64,237340.91,235164.43,235531.63
1770307200,2026-02-05 16:00:00,235520.86,237337.07,233619.77,236307.01
1770321600,2026-02-05 20:00:00,236298.02,237957.54,234398.07,235154.11
1770336000,2026-02-06 00:00:00,235179.14,237120.17,233780.93,235592.36
1770350400,2026-02-06 04:00:00,235583.18,240453.88,235503.2,238961
1770364800,2026-02-06 08:00:00,238945.9,243294.36,238319.66,240545.64
1770379200,2026-02-06 12:00:00,240577.26,240757.14,237388.67,238042.34
1770393600,2026-02-06 16:00:00,238021.91,240017.94,237107.44,237450.14
1770408000,2026-02-06 20:00:00,237460.15,240180.28,235791.1,240040.7
1770422400,2026-02-07 00:00:00,240055.62,240476.63,235803.77,236483.7
1770436800,2026-02-07 04:00:00,236473.33,236876.93,233775.1,234655.03
1770451200,2026-02-07 08:00:00,234664.46,236337.05,232391.42,232391.42
1770465600,2026-02-07 12:00:00,232385,235295.52,231533.72,232352.99
1770480000,2026-02-07 16:00:00,232334.66,233540.62,228394.51,231988.43
1770494400,2026-02-07 20:00:00,231973.95,233480.75,230254.31,231604.63
1770508800,2026-02-08 00:00:00,231640.22,233377.26,230474.02,231062.96
1770523200,2026-02-08 04:00:00,231063.4,232648.44,227084.33,229386.74
1770537600,2026-02-08 08:00:00,229362.46,229839.18,226745.69,227708.07
1770552000,2026-02-08 12:00:00,227694.28,228736.39,223366.92,223448.84
1770566400,2026-02-08 16:00:00,223415.7,224457.67,221081.77,221781.18
1770580800,2026-02-08 20:00:00,221838.52,222734.37,218602.47,218840.44
1770595200,2026-02-09 00:00:00,218808.21,219033.44,215867.12,216450.14
1770609600,2026-02-09 04:00:00,216454.58,218620.8,215887.65,218511.59
1770624000,2026-02-09 08:00:00,218489.75,220147.66,217309.53,218601.81
1770638400,2026-02-09 12:00:00,218607.11,220364.13,216645.42,220357.47
1770652800,2026-02-09 16:00:00,220336.28,223068.04,220068.7,222062.73
1770667200,2026-02-09 20:00:00,222042.48,226888.28,221937.62,226805.09
1770681600,2026-02-10 00:00:00,226825.78,229193.05,225798.72,227695.82
1770696000,2026-02-10 04:00:00,227676.25,229277.85,225984.69,229189.25
1770710400,2026-02-10 08:00:00,229184.88,234328.87,228070.52,234281.61
1770724800,2026-02-10 12:00:00,234277.92,240616.06,234260.87,239080.59
1770739200,2026-02-10 16:00:00,239071.83,239687.38,237276.43,239405.69
1770753600,2026-02-10 20:00:00,239397.26,241286.64,237053.32,241084.59
1770768000,2026-02-11 00:00:00,241062.11,245001.64,239507.03,244700.35
1770782400,2026-02-11 04:00:00,244706.01,246092.71,243371.16,243895.75
1770796800,2026-02-11 08:00:00,243906.58,245303.48,241702.9,241873.04
1770811200,2026-02-11 12:00:00,241864.21,242533.6,240036.66,240597.77
